Entropy,Size,Label
7.9979506325889735,87896,0
7.998078002539819,97190,0
7.992282694833619,25819,0
7.993580786207541,1461837,0
7.999471670360465,362441,0
7.997362288818013,78168,0
7.990221999689485,21145,0
7.995833431894851,44888,0
7.787795546952085,1800157,0
7.99809648834864,91617,0
7.924105548858138,2298908,0
7.999758040151653,791005,0
7.999758193693633,700248,0
7.999642525101305,1188660,0
7.999377978869406,275800,0
7.996513267922997,50942,0
7.997849808397915,83870,0
7.9603683898822695,1363342,0
7.894429670950117,15376523,0
7.999168006855674,257880,0
7.999140345693992,1140297,0
7.996756014057901,72024,0
7.998822577140295,143760,0
7.997662193704642,75005,0
7.971514497367795,10353482,0
7.986421184227047,3456309,0
7.85371904823526,1182552,0
7.999162575140575,1164824,0
7.964286846660494,10125656,0
7.998677725812737,135628,0
7.990272249606454,20610,0
7.4536582005631145,3338357,0
7.999488089693919,327417,0
7.999795066903628,877400,0
7.997428508089259,1264250,0
7.997921559095624,99160,0
7.998228822525449,89469,0
7.990999395718719,20847,0
7.98196383277152,1775090,0
7.954494558413278,2693550,0
4.9253515499349465,6924632,0
7.998493843617989,1186528,0
7.999042323363608,202072,0
7.999163959697353,248084,0
7.995982882657093,41176,0
7.9995429680329435,390218,0
7.9992033631805155,245015,0
5.506607827017055,3888984,0
7.996359727815795,1281413,0
7.997255019872672,76632,0
7.9979576500824825,87602,1
7.9980579904186735,96882,1
7.992899990051391,25522,1
7.999886799125302,1461538,1
7.9994462251646565,362146,1
7.99790976604156,77824,1
7.991281296362703,20850,1
7.995872991134106,44594,1
7.999895763769505,1799858,1
7.998044000373075,91314,1
7.999919734737666,2298610,1
7.999764756387528,790706,1
7.999732328699308,699954,1
7.999857555763745,1188354,1
7.9993400805637105,275506,1
7.997014592149556,50642,1
7.997470640497989,83570,1
7.999875421059527,1363042,1
7.999987909832181,15376226,1
7.999274784055019,257586,1
7.9998483706185395,1140002,1
7.997439124545537,71730,1
7.998560065160034,143458,1
7.997612586400688,74706,1
7.999980574778066,10353186,1
7.999951377778857,3456002,1
7.999857001605091,1182258,1
7.999830167498242,1164530,1
7.999983969302597,10125312,1
7.998396378415071,135330,1
7.992294216140112,20306,1
7.999946265691219,3338050,1
7.999480972478994,327122,1
7.999778083449527,877106,1
7.999868391582299,1263954,1
7.9981037562619575,98866,1
7.998099019474739,89170,1
7.990095194270487,20546,1
7.999904502251616,1774786,1
7.999931938164278,2693250,1
7.999973386163982,6924338,1
7.999823878583351,1186226,1
7.998927329496176,201778,1
7.999283192397834,247778,1
7.996034100975716,40882,1
7.999561343608737,389922,1
7.9992646340989415,244706,1
7.999944444326557,3888690,1
7.999848542630771,1281106,1
7.997174434358477,76338,1
6.283857694886059,88068,2
7.9539041174639955,97362,2
7.980378128335831,25991,2
7.977167622168701,1462009,2
7.930743010873965,362613,2
5.6868248630171205,78340,2
7.66561480060598,21317,2
5.545668339259864,45060,2
7.865737765417113,1800329,2
7.925920243207754,91789,2
7.955545800572726,2299080,2
7.988172985448902,791177,2
6.401483192729455,700420,2
7.984964170282736,1188832,2
7.280258337893536,275972,2
7.9149390086748985,51114,2
7.805789294862395,84042,2
7.945110300924094,1363514,2
7.929891685038073,15376695,2
0.0,258052,2
7.98636667842146,1140469,2
6.43625165832592,72196,2
7.895655452363735,143932,2
7.894757569800982,75177,2
7.983235810447697,10353654,2
7.992005082197151,3456480,2
6.5052093184015,1182724,2
7.99013645631913,1164996,2
7.980471382658235,10125828,2
7.8358698742783455,135800,2
7.962923940670369,20782,2
7.679503637760103,3338529,2
7.971578638983649,327589,2
6.248848811278333,877572,2
7.9873459596459195,1264422,2
6.393072054025715,99332,2
7.9617192287871115,89641,2
7.977680085088034,21019,2
7.986502809536301,1775262,2
7.9678003912694475,2693722,2
6.029543246708318,6924804,2
7.984787863961601,1186700,2
7.100345175089649,202244,2
7.765882463062034,248256,2
7.982630098014751,41348,2
7.990327922632582,390390,2
7.757753261416722,245187,2
6.066291046507627,3889156,2
7.984121023936591,1281585,2
5.743889579423868,76804,2
7.997695702835211,87820,3
7.9984563320896225,97114,3
7.992277253163411,25743,3
7.999852077247575,1461761,3
7.999493963805819,362365,3
7.997320308759659,78092,3
7.990667666819415,21069,3
7.996304662055255,44812,3
7.9999064095521595,1800081,3
7.998039524530727,91541,3
7.999927760207249,2298832,3
7.999782339183682,790929,3
7.999719690626081,700172,3
7.999855640876606,1188584,3
7.999271247888784,275724,3
7.996488139253604,50866,3
7.997771587074679,83794,3
7.999864407634409,1363266,3
7.987258919349302,15376447,3
7.999356966393415,257804,3
7.999840763678354,1140221,3
7.9972696141460435,71948,3
7.998746876374218,143684,3
7.997658326284098,74929,3
7.999982285952883,10353406,3
7.999953545354158,3456233,3
7.9998465044499865,1182476,3
7.999839887436048,1164748,3
7.99997933509954,10125580,3
7.998705035878854,135552,3
7.99001754930475,20534,3
7.999956846736051,3338281,3
7.999375574549527,327341,3
7.999820485237107,877324,3
7.999855820993513,1264174,3
7.998183753577212,99084,3
7.997724900093741,89393,3
7.990950405929782,20771,3
7.999882113715753,1775014,3
7.9999372251804886,2693474,3
7.999975187992486,6924556,3
7.999846048784456,1186452,3
7.99905454194121,201996,3
7.9990875768183205,248008,3
7.995514611426642,41100,3
7.999580707815963,390142,3
7.999319106237077,244939,3
7.999954047281035,3888908,3
7.999869227369681,1281337,3
7.997667601920309,76556,3
7.991975957174539,25726,4
7.997980354613178,91524,4
7.997490478947891,83777,4
7.997586897337353,74912,4
7.989331748268961,20517,4
7.991858944131157,20754,4
7.995246911513594,41083,4
7.996014095669338,50251,4
7.9956160140958055,44964,4
7.993299149117503,26280,4
7.9988971604849874,169077,4
7.99854521934576,140914,4
7.998680444006834,123652,4
7.9904000174647125,18671,4
7.99417373986052,32742,4
7.995620445008821,45888,4
7.999096133976132,195899,4
7.984836191590073,11214,4
7.988279747446631,13810,4
7.986150534823189,13214,4
7.9850981552135085,14807,4
7.976932271362767,8221,4
7.972156476760675,6387,4
7.991660167648621,21121,4
7.990068091734831,19543,4
7.991633068939718,20128,4
7.989758819143186,16860,4
7.993560669673565,29058,4
7.995716547594387,39715,4
7.968243938036769,717766,4
7.962077020838322,1037316,4
7.983988774808148,722896,4
7.9977316809454795,80914,4
7.997904974605703,92951,4
7.9986191063648535,131420,4
7.97991370207987,9489,4
7.9854113169117005,14151,4
7.989060775666717,17001,4
7.9975853384425895,67607,4
7.996605130584836,59431,4
7.994871736212842,30260,4
7.998344768942196,108726,4
7.9930401738625,21809,4
7.990149576745692,17230,4
7.882783118078966,1518,4
7.89466340109972,1695,4
7.993767165049342,28680,4
7.997777624211339,84175,4
7.993942775996859,31105,4
7.995212822496003,34732,4
7.99197135767978,95142,5
7.9882006619762285,112672,5
7.982101541245585,14999,5
7.937360994610549,38053,5
7.974098284187913,69526,5
7.633598878434578,10746,5
7.999942254105151,3991262,5
7.995937917004209,96778,5
7.997858894080256,96154,5
7.995985380027647,45819,5
7.988893685257499,90022,5
7.99153343895739,75099,5
7.99986209456148,1864808,5
7.996634150817841,251896,5
7.995429941926157,205090,5
7.993304027925828,159353,5
7.767105518473443,14873,5
7.994281087346685,190374,5
7.989368895323312,118186,5
7.838614551674102,19751,5
7.9140448188780725,35238,5
7.999901838755647,1734280,5
7.999706484700104,1053985,5
7.999801532495482,1064248,5
7.979366988434059,87974,5
7.9986851927227836,162906,5
7.998903603017989,185136,5
7.999782896948003,1446822,5
7.980848236597399,25382,5
7.925265227683957,32921,5
7.996436572862314,59937,5
7.999450495623542,742588,5
7.999366612143057,259131,5
6.543589350606321,1265,5
6.822821223239191,1442,5
7.150367393555872,1780,5
7.159020033057721,1834,5
6.6661167281836,1340,5
6.847724052509339,1445,5
6.9112293928203385,1562,5
6.0416720013531435,1040,5
7.215476040970832,1915,5
7.022490315510368,1612,5
7.999675699842963,609427,5
7.041525395793867,1666,5
7.964278354631656,45478,5
7.4631841337060685,2006,5
7.9371187167621935,43430,5
7.999930829987127,3296332,5
7.858675056134835,21120,5
7.997804114686814,88344,6
7.99800837702528,97560,6
7.993203604626366,25880,6
7.99987033660944,1462552,6
7.9994706660933685,362776,6
7.997406292616569,78104,6
7.991223090905948,21784,6
7.995894841820923,45336,6
7.999900544324985,1800472,6
7.997971272313385,92440,6
7.9999310824543,2299160,6
7.99976445759306,791832,6
7.999733320269905,700696,6
7.99984164001462,1189144,6
7.999306856415448,275736,6
7.99695546658597,51480,6
7.998047139375004,84248,6
7.9998781140474495,1364248,6
7.999988358058671,15376664,6
7.999225837729046,258328,6
7.999836531469497,1141016,6
7.9975570098251,71960,6
7.9986888677229535,144664,6
7.99728788673779,75032,6
7.9999844488089735,10353944,6
7.999946010739414,3456280,6
7.999858210574604,1183000,6
7.999834137033814,1165592,6
7.999982304314311,10125592,6
7.998652189575591,136472,6
7.990374126779123,20760,6
7.9999407478283135,3338520,6
7.99948606851982,327960,6
7.999776249450742,877848,6
7.999856597474918,1264920,6
7.998211461985628,99608,6
7.997874798852333,90392,6
7.991538535790177,21784,6
7.99990523699333,1775896,6
7.9999311628285765,2694424,6
7.999970563660138,6924568,6
7.999855208493111,1187096,6
7.999207353862411,202008,6
7.999176245485669,248088,6
7.996006773077038,41240,6
7.999586680289189,390424,6
7.999324772358432,245016,6
7.999951678201286,3889432,6
7.999851933425116,1282328,6
7.997650531553173,77080,6
7.997859757734805,87687,7
7.998019324871062,96981,7
7.9932425555843585,25610,7
7.999857546473594,1461628,7
7.9994633813592175,362232,7
7.997329313490303,77959,7
7.991042857044586,20936,7
7.996232850009306,44679,7
7.999904429184959,1799948,7
7.998052359678458,91408,7
7.999926518055974,2298699,7
7.999753295935448,790796,7
7.999737964303401,700039,7
7.999853897692735,1188451,7
7.999404285135951,275591,7
7.995753727414352,50733,7
7.997619243477949,83661,7
7.999862505520481,1363133,7
7.8906341602743115,15376314,7
7.999367624923924,257671,7
7.999820982911028,1140088,7
7.997008124433688,71815,7
7.998807472600403,143551,7
7.997821782151089,74796,7
7.986530952983394,10353273,7
7.997035945131585,3456100,7
7.9998606696452015,1182343,7
7.999835591815731,1164615,7
7.979758994732564,10125447,7
7.998728211308128,135419,7
7.990402267071799,20401,7
7.9633384049030695,3338148,7
7.999405065160334,327208,7
7.999777194517671,877191,7
7.999872596924635,1264041,7
7.998360688164815,98951,7
7.997581030934689,89260,7
7.990688463322841,20638,7
7.999907136951922,1774881,7
7.999935507956863,2693341,7
6.285652087773231,6924423,7
7.999833623356157,1186319,7
7.999051526323536,201863,7
7.999284482874596,247875,7
7.994850790210253,40967,7
7.999576101253181,390009,7
7.9991852985817475,244806,7
7.521303250600529,3888775,7
7.999837707776398,1281204,7
7.997551041159431,76423,7
7.997873451663152,88086,8
7.998142807056807,97380,8
7.992308666781604,26009,8
7.994252978733717,1462027,8
7.99948176483388,362631,8
7.9977623824174895,78358,8
7.9915471857514975,21335,8
7.996181622886826,45078,8
7.805842194060525,1800347,8
7.997732796366218,91807,8
7.924147708592276,2299098,8
7.999775957014093,791195,8
7.999742175165807,700438,8
7.9996796048533625,1188850,8
7.9993055275669525,275990,8
7.996556886998108,51132,8
7.997503272224358,84060,8
7.961380400581943,1363532,8
7.9639588712746905,15376713,8
7.9994340805852655,258070,8
7.999299100654506,1140487,8
7.996916398937357,72214,8
7.998760285065559,143950,8
7.997533095917098,75195,8
7.991683527741478,10353672,8
7.986399466196576,3456499,8
7.887067978740733,1182742,8
7.999300384054932,1165014,8
7.985011535324971,10125846,8
7.9986859434499875,135818,8
7.9915693894406195,20800,8
7.454684563777812,3338547,8
7.999457440951602,327607,8
7.999767233136083,877590,8
7.997892702020033,1264440,8
7.9979788915027825,99350,8
7.9981130172632655,89659,8
7.99172335815278,21037,8
7.98212826885347,1775280,8
7.955293718224017,2693740,8
6.571294834661896,6924822,8
7.998642503839802,1186718,8
7.999003481012984,202262,8
7.999245225945415,248274,8
7.995437774062776,41366,8
7.999468484956066,390408,8
7.999299996962675,245205,8
5.538991816558018,3889174,8
7.996907961935151,1281603,8
7.99774971419556,76822,8
7.997875878704109,87568,9
7.998350047795237,96848,9
7.991567394923141,25488,9
7.999897445853662,1461504,9
7.9994192708461265,362112,9
7.997420134151404,77840,9
7.992014607404281,20816,9
7.995681738520302,44560,9
7.999900725871124,1799824,9
7.997781774834226,91280,9
7.9999227781177815,2298576,9
7.999763597213862,790672,9
7.999738870284585,699920,9
7.999828020219091,1188320,9
7.999330007793004,275472,9
7.996141224603471,50608,9
7.997424946808093,83536,9
7.999869342513322,1363008,9
7.999986292295149,15376192,9
7.999281738303968,257552,9
7.999822326911701,1139968,9
7.997471507697914,71696,9
7.998778492749541,143424,9
7.997238236418077,74672,9
7.999981921486859,10353152,9
7.999954235718616,3455968,9
7.999850850374725,1182224,9
7.999829153240519,1164496,9
7.999981441806326,10125328,9
7.9985330582774,135296,9
7.991206998710221,20272,9
7.999943584718265,3338016,9
7.999431746860327,327088,9
7.999802361095432,877072,9
7.999843799574144,1263920,9
7.998017679329385,98832,9
7.997862043674732,89136,9
7.990038706104138,20512,9
7.999887994057057,1774752,9
7.999929226809245,2693216,9
7.999973181289482,6924304,9
7.999819969038464,1186192,9
7.999220600809396,201744,9
7.999269618586517,247744,9
7.994821395819667,40848,9
7.999571386878125,389888,9
7.999145198191821,244672,9
7.999950066979534,3888656,9
7.999858039978967,1281072,9
7.997531430593093,76304,9
7.993991360550844,88576,10
7.994706762131233,97870,10
7.96225027595405,26499,10
7.999837016077701,1462517,10
7.999143590421065,363121,10
7.992858292510964,78848,10
7.9505845325758635,21825,10
7.983903014039585,45568,10
7.999866941374015,1800837,10
7.993890394312173,92297,10
7.924222702236119,2299588,10
7.999713903367333,791685,10
7.999664542666503,700928,10
7.999786363971016,1189340,10
7.998802779244698,276480,10
7.985581991137891,51622,10
7.993972975851361,84550,10
7.999837814966895,1364022,10
7.89145610685804,15377203,10
7.998514222191118,258560,10
7.999790999576606,1140977,10
7.99189094122586,72704,10
7.996863404457185,144440,10
7.992053868232858,75685,10
7.974876260800099,10354162,10
7.985904070300209,3456989,10
7.999809969243564,1183232,10
7.999817251070529,1165504,10
7.970980692920514,10126336,10
7.9964374607638895,136308,10
7.950204550773422,21290,10
7.454708466989434,3339037,10
7.999070099165646,328097,10
7.999760694645816,878080,10
7.999821674428742,1264930,10
7.994353479089531,99840,10
7.994500448938892,90149,10
7.94851880963916,21527,10
7.999874471920908,1775770,10
7.954191252831729,2694230,10
5.71368866415058,6925312,10
7.999822715559184,1187208,10
7.9981843372637185,202752,10
7.998494682262525,248764,10
7.982074685360042,41856,10
7.999339662481037,390898,10
7.998651469274093,245695,10
5.5391584109477305,3889664,10
7.99983831349264,1282093,10
7.991892109514356,77312,10
7.994016451805387,6840400,11
7.997720804297118,69174,11
7.997209188104424,67611,11
7.998881698853376,181095,11
7.999915499608552,2313516,11
7.999605665941098,574096,11
7.999172689148281,246399,11
7.998452597437764,113808,11
7.997166332180929,61430,11
7.99778869987929,84227,11
7.998631622940144,140801,11
7.987720172844452,4685676,11
7.991107517042958,22672,11
7.997737951921489,91187,11
7.999755878600759,711824,11
7.995569551278532,44451,11
7.974688547168896,7445,11
7.999956064243916,3932088,11
7.99707653758474,12051506,11
7.997816394452017,82064,11
7.9944249340495555,9158448,11
7.993648159622723,25232,11
7.99586432876712,41708,11
7.991797925303423,22970,11
7.999806531675371,973387,11
7.999839427929097,1178097,11
7.997438927756201,67728,11
7.999850233506242,1402537,11
7.9991535633280355,225424,11
7.98621793252463,13999,11
7.99946151098235,377965,11
7.97104323071741,14104219,11
7.999809599154392,919517,11
7.997575915476919,72336,11
7.999360136469566,333409,11
7.999142153915697,205456,11
7.995049411033904,39076,11
7.998393849294363,99299,11
7.997870717880453,81271,11
7.999949579455385,3531694,11
7.9984154749982626,125584,11
7.997557226115957,67635,11
7.997465842322335,63120,11
7.988948819620578,14974,11
7.990402827926874,19368,11
7.999535666593755,423132,11
7.999521304749268,392942,11
7.990679437524179,19600,11
7.999834806527061,1072595,11
7.994916968868349,34448,11
7.997940698921004,87804,12
7.998084042727576,97088,12
7.992955398266652,25740,12
7.999893298440805,1461740,12
7.99959699316071,362352,12
7.989962820831169,21056,12
7.995828280337948,44796,12
6.113964501160389,2586509,12
7.998063461453915,91532,12
6.721429111918459,3085256,12
7.999778221600608,790912,12
7.999749670699728,700156,12
7.999840093617832,1188560,12
7.9993336837796685,275708,12
7.9965364466742495,50848,12
7.997581532735637,83788,12
7.999860258135801,1363244,12
7.7049279219855125,16162875,12
7.999187029835064,257788,12
7.999852130218533,1140208,12
7.997539267908495,71932,12
7.998738659839379,143664,12
7.9977529528381925,74924,12
7.745591225749175,11139830,12
7.154487474147579,4242661,12
7.999870226622761,1182460,12
7.999835564423426,1164736,12
7.73298693581195,10912004,12
7.998523434098286,135536,12
7.991098626408892,20524,12
6.761601508027476,4124705,12
7.999417321580346,327328,12
7.9998109925702865,877308,12
7.999848543779727,1264160,12
7.997977196836184,99068,12
7.998118335956411,89376,12
7.988585500042129,20764,12
6.385741521097061,2561438,12
6.872754322768589,3479902,12
4.525762588688768,7710980,12
7.999810859858624,1186432,12
7.9988437393469844,201980,12
7.999368999185178,247984,12
7.99561501362701,41100,12
7.999551571989996,390124,12
7.999267457283062,244912,12
4.622506834234942,4675332,12
7.9998461917735515,1281312,12
7.997376374795383,76540,12
7.999224322318851,255776,12
7.997825316677676,88092,13
7.998171254651035,97386,13
7.992516408069516,26015,13
7.994214621725636,1462033,13
7.997501437853317,78364,13
7.992769113869222,21341,13
7.995913488232158,45084,13
7.9999123586449885,1800353,13
7.997949717885819,91813,13
7.924518334234187,2299104,13
7.999788134098912,791201,13
7.9997534637822385,700444,13
7.999864043751025,1188856,13
7.999299201271241,275996,13
7.9966335556912815,51138,13
7.997698614480661,84066,13
7.961170583991286,1363538,13
7.999987645863135,15376719,13
7.99915915416971,258076,13
7.99982386386399,1140493,13
7.997555274985063,72220,13
7.998710840238332,143956,13
7.997647275870133,75201,13
7.971520809928864,10353678,13
7.9999484320663115,3456505,13
7.999846571669356,1182748,13
7.9998519531313175,1165020,13
7.999984326794417,10125852,13
7.9986803503752935,135824,13
7.991888406840339,20806,13
7.454875125076572,3338553,13
7.999336791913344,327613,13
7.999805961006725,877596,13
7.9998507254629425,1264446,13
7.997813993601486,99356,13
7.997942368866276,89665,13
7.992023769280284,21043,13
7.982092493750115,1775286,13
7.999936487829851,2693746,13
7.999972576132723,6924828,13
7.999853924611026,1186724,13
7.999209427109748,202268,13
7.999221890260897,248280,13
7.995094235502037,41372,13
7.999611425014229,390414,13
7.999234856895965,245211,13
7.9999492182628815,3889180,13
7.99984303572651,1281609,13
7.997672062083061,76828,13
7.999396406473818,256062,13
6.439786361149546,87812,14
7.985486466474129,97124,14
7.98328660146941,25764,14
7.975463253174829,1461764,14
7.94489701670104,362357,14
5.716549242205899,78084,14
7.959952032730469,21061,14
5.727332992522873,44804,14
7.878208883342421,1800073,14
7.937720539635459,91533,14
7.963035761534982,2298824,14
7.9875360390411,790948,14
6.356639802462582,700164,14
7.983946117579766,1188576,14
7.372416222101833,275716,14
7.9742003771180805,50858,14
7.833346333340988,83786,14
7.947044490115835,1363258,14
7.932292372606979,15376439,14
6.706340055370848,257796,14
7.98688639530405,1140213,14
6.618334041872316,71940,14
7.935942859629265,143676,14
7.887808162519599,74921,14
7.983281517236485,10353398,14
7.990828148431452,3456225,14
6.5354517868503255,1182468,14
7.989772118228793,1164740,14
7.981243279656768,10125572,14
7.883915821053088,135544,14
7.975116355719957,20526,14
7.675967869216828,3338273,14
7.978911618466093,327333,14
6.243259701585174,877316,14
7.98742999246971,1264196,14
6.365120396466531,99076,14
7.980757011755516,89385,14
7.986888288661827,20763,14
7.98426325463017,1775012,14
7.96864051551324,2693466,14
6.035904814221467,6924548,14
7.983263498362624,1186444,14
7.248622088788313,201988,14
7.789723656716877,248000,14
7.990275533702006,41092,14
7.993416536739189,390148,14
7.753470550060333,244931,14
6.035817256359718,3888900,14
7.983199127341654,1281329,14
5.9050141024899725,76548,14
7.997859014036347,87568,15
7.9981130302749355,96848,15
7.993142890653953,25488,15
7.999868376609946,1461504,15
7.999500577704155,362112,15
7.997792065990129,77840,15
7.990811797805441,20816,15
7.995619409266238,44560,15
7.999884881025308,1799824,15
7.998106866572847,91280,15
7.999917612702777,2298576,15
7.999759115692095,790672,15
7.999741382942086,699920,15
7.999855121116746,1188320,15
7.999419655350392,275472,15
7.996748554493745,50608,15
7.997967499140112,83536,15
7.999844096175676,1363008,15
7.8541923284733555,15376179,15
7.999294562190524,257552,15
7.999804516306172,1139968,15
7.997471858181302,71696,15
7.998892270860818,143424,15
7.998073106778013,74672,15
7.964747373156725,10353138,15
7.999949701392331,3455968,15
7.999843591728282,1182224,15
7.999851482248324,1164496,15
7.957694983521284,10125312,15
7.998767595473674,135296,15
7.98938113532048,20272,15
7.999935451772988,3338016,15
7.999368152592847,327088,15
7.999798202502279,877072,15
7.999852299692065,1263920,15
7.997916251819767,98832,15
7.997780098875412,89136,15
7.991629960423124,20512,15
7.99988781575759,1774752,15
7.99993982332229,2693216,15
7.999969733627694,6924304,15
7.999870111487887,1186192,15
7.999115194261061,201744,15
7.999213468879281,247744,15
7.995077069201234,40848,15
7.999490923775759,389888,15
7.999335870253203,244672,15
7.999949604947396,3888656,15
7.999839997674824,1281072,15
7.997856440887455,76304,15
7.997972348811386,89104,16
7.998016531626103,98400,16
7.993091617855646,27040,16
7.961871312049141,1463045,16
7.921705081418394,363649,16
7.997568420930585,79376,16
7.991680748402224,22368,16
7.996103076779019,46096,16
7.76330514574269,1801365,16
7.997904317033742,92832,16
7.919733776939271,2300116,16
